gene	name	log2fc	pval	padj
947	ENSG00000285106	AC016831.6	4.18979473619664	7.70335590539576e-23	6.75333953836283e-21
948	ENSG00000236915	CLCA4-AS1	4.18950423241794	3.87841910359495e-07	3.60563421807434e-06
949	ENSG00000235292	AL109838.1	4.18703029996144	0.000132367846935832	0.00067077215151717
950	ENSG00000165795	NDRG2	4.1862377744666	6.85710253577187e-12	1.52865870706874e-10
951	ENSG00000231808	LINC01388	4.18597627037301	0.00016231527898458	0.000802825302472813
952	ENSG00000162456	KNCN	4.1850620516986	4.26699760733063e-13	1.13874280895177e-11
953	ENSG00000184221	OLIG1	4.18392618868692	1.82865538260949e-22	1.53044053226651e-20
954	ENSG00000198727	MT-CYB	4.18360065893715	6.43691144389766e-13	1.68828102919341e-11
955	ENSG00000235407	CYMP-AS1	4.17759599813958	0.000275063128961442	0.00127537204063082
956	ENSG00000235665	LINC00298	4.17706829502111	2.45105839161803e-09	3.47980828416475e-08
957	ENSG00000129538	RNASE1	4.1744938665099	1.72503520095329e-21	1.3065185613786e-19
958	ENSG00000255216	AP001360.1	4.17208723886344	1.93955383330927e-06	1.5447271013549e-05
959	ENSG00000103811	CTSH	4.17186670785955	1.62636834620909e-13	4.61796427502139e-12
960	ENSG00000204140	CLPSL1	4.17184870305117	1.22283120443019e-05	8.03918669774155e-05
961	ENSG00000203999	LINC01270	4.1668882172318	2.60129122905627e-10	4.39611949538874e-09
962	ENSG00000175426	PCSK1	4.16434001105494	9.87632570088977e-08	1.03785769659305e-06
963	ENSG00000187546	AGMO	4.16382981896961	2.55806094760441e-05	0.000155492326659116
964	ENSG00000170209	ANKK1	4.16337078889598	1.04768834401788e-06	8.86779801102463e-06
965	ENSG00000065325	GLP2R	4.15993074323422	2.43495388301067e-09	3.45974585962461e-08
966	ENSG00000116745	RPE65	4.1498975552782	5.14238187934004e-08	5.7283324448163e-07
967	ENSG00000283294	AP005212.4	4.14965465293779	1.40963374176752e-10	2.50413507713077e-09
968	ENSG00000176928	GCNT4	4.14948159826819	8.01577897097098e-19	4.40578873315109e-17
969	ENSG00000140093	SERPINA10	4.14670231075123	1.03594180058828e-07	1.08143474798027e-06
970	ENSG00000254664	AC103681.2	4.14534764821522	3.44008996056127e-11	6.84640378246322e-10
971	ENSG00000285945	AC242022.2	4.1447723007723	0.000164322044671972	0.000811474600832564
972	ENSG00000258736	AL583722.2	4.14299701289613	1.76933906995918e-06	1.42273361995548e-05
973	ENSG00000164326	CARTPT	4.14210657171056	5.0394193295319e-14	1.53934945669595e-12
974	ENSG00000107742	SPOCK2	4.14045988771659	2.84123299365499e-29	4.42815632837775e-27
975	ENSG00000273340	MICE	4.13855847513213	1.94766679433258e-07	1.9282561117126e-06
976	ENSG00000273394	AC128687.2	4.13625181944667	2.77670547460323e-12	6.62200555761562e-11
977	ENSG00000257194	AC126178.1	4.13623270444928	0.00015706946859634	0.000780053116452039
978	ENSG00000277494	GPIHBP1	4.13612816137837	1.10538837498329e-13	3.23022117879491e-12
979	ENSG00000259687	LINC01220	4.13519674919494	4.09349625307954e-07	3.78152352757483e-06
980	ENSG00000266692	AP001065.2	4.13455238410684	7.90531368717344e-11	1.4737673315689e-09
981	ENSG00000244242	IFITM10	4.13220409027431	2.57766423205946e-40	8.07062068085974e-38
982	ENSG00000123096	SSPN	4.13140760857486	3.7059427223746e-29	5.69983743182062e-27
983	ENSG00000279333	AC096636.1	4.12941782835812	6.05788058240755e-12	1.36436543598771e-10
984	ENSG00000248905	FMN1	4.12724627049559	3.27565710484513e-09	4.55823284506365e-08
985	ENSG00000177994	C2orf73	4.12721548209078	2.74393259233022e-13	7.49972597157006e-12
986	ENSG00000198899	MT-ATP6	4.12702230643981	1.323151901591e-12	3.32847688185736e-11
987	ENSG00000065833	ME1	4.12667444535057	1.96141525661529e-28	2.83049172031804e-26
988	ENSG00000121900	TMEM54	4.12413217315962	2.69544348901983e-11	5.463648371645e-10
989	ENSG00000173918	C1QTNF1	4.12401962033012	1.21675604006906e-11	2.60966263346188e-10
990	ENSG00000161642	ZNF385A	4.12263201966087	1.87278090629895e-17	8.68687937052714e-16
991	ENSG00000268739	AC011473.2	4.12237845433911	1.70534897031504e-05	0.000108042407122019
992	ENSG00000166925	TSC22D4	4.12206275813268	9.26920928302072e-10	1.42500377872726e-08
993	ENSG00000228253	MT-ATP8	4.12093405709716	2.77687109476317e-11	5.61248061556542e-10
994	ENSG00000287797	AC093577.1	4.11915191121111	9.35324800341825e-05	0.000494557219143347
995	ENSG00000185610	DBX2	4.11706771616837	7.16357996885226e-19	3.96848750028029e-17
996	ENSG00000234394	AL353608.3	4.11377353221329	6.30345292565005e-10	9.97487291262501e-09
997	ENSG00000221963	APOL6	4.11209492403148	6.52700230137631e-23	5.82397938173952e-21
998	ENSG00000271461	CKAP2LP1	4.11124707172124	3.39511653478794e-05	0.000199994207165141
999	ENSG00000056291	NPFFR2	4.11102919799422	1.16013427364338e-05	7.67014113383339e-05
1000	ENSG00000115596	WNT6	4.10897946262782	1.76277036336298e-10	3.06774532665258e-09
1001	ENSG00000285526	AC020907.6	4.10890447394545	8.14497343466465e-10	1.25934648780152e-08
1002	ENSG00000248923	MTND5P11	4.10809110174085	4.11220623326352e-08	4.67129044320868e-07
1003	ENSG00000234745	HLA-B	4.10636864148171	1.32062968639587e-22	1.12952490763034e-20
1004	ENSG00000184254	ALDH1A3	4.10543615541939	1.95674454501516e-17	9.04046916469652e-16
1005	ENSG00000228204	AC004830.2	4.10303763247385	3.85340858531074e-35	8.88996571454552e-33
1006	ENSG00000162739	SLAMF6	4.10292474450382	3.44221448987451e-05	0.000202434193680169
1007	ENSG00000150045	KLRF1	4.09980259712882	3.60936564998e-08	4.14438851499177e-07
1008	ENSG00000168309	FAM107A	4.09740496995929	8.89978621797348e-08	9.43465747870825e-07
1009	ENSG00000259038	AL121820.2	4.09622625984458	1.85242177357587e-07	1.84332787553874e-06
1010	ENSG00000196104	SPOCK3	4.09549371510305	3.01214187990315e-23	2.77235641214078e-21
1011	ENSG00000185002	RFX6	4.09476309584364	0.000309713967069019	0.00141452717937084
1012	ENSG00000204571	KRTAP5-11	4.09188797484915	0.000196785506558208	0.000949983116530378
1013	ENSG00000241231	AC068308.1	4.08882194893884	5.35292653437931e-13	1.41775736239486e-11
1014	ENSG00000154734	ADAMTS1	4.08807623263844	1.65434726294942e-14	5.37157365461548e-13
1015	ENSG00000036530	CYP46A1	4.08801928106891	4.36019405022303e-29	6.64777933735525e-27
1016	ENSG00000157601	MX1	4.08465652868813	1.81324242483323e-49	1.09629262261426e-46
1017	ENSG00000267541	MTCO2P2	4.08303232301558	3.12697935227977e-08	3.63092003133758e-07
1018	ENSG00000239572	AC108749.1	4.08078534785857	7.58584144196569e-08	8.1604386412457e-07
1019	ENSG00000108846	ABCC3	4.07935334527039	2.47998174825785e-13	6.82617896123691e-12
1020	ENSG00000011083	SLC6A7	4.07715927280761	2.80441502157382e-11	5.66488603465029e-10
1021	ENSG00000135636	DYSF	4.07565533826875	2.49359592759732e-13	6.85289407469084e-12
1022	ENSG00000240409	MTATP8P1	4.07458909969571	5.1017102028744e-09	6.84660052369677e-08
1023	ENSG00000172348	RCAN2	4.07407584361513	3.82171261870839e-08	4.3696118813253e-07
1024	ENSG00000210140	MT-TC	4.07273331055039	5.34550971214981e-07	4.80766835280732e-06
1025	ENSG00000166473	PKD1L2	4.06796201954343	1.02813631086449e-12	2.63357604186159e-11
1026	ENSG00000174808	BTC	4.06625233719209	3.4906397334994e-13	9.43037469450104e-12
1027	ENSG00000227742	CALR4P	4.06567568129559	3.30753268307629e-05	0.000195392939011854
1028	ENSG00000283157	AC012564.1	4.06511187904847	0.000387091289963088	0.00171911477521981
1029	ENSG00000174607	UGT8	4.06406209393649	1.49845181768621e-13	4.28598775618291e-12
1030	ENSG00000132530	XAF1	4.06262190362768	7.33929735207836e-41	2.38302907634566e-38
1031	ENSG00000160801	PTH1R	4.0594486781352	1.06857664852497e-14	3.55857334604227e-13
1032	ENSG00000152093	CFC1B	4.05939584420695	0.000326608921312389	0.00148242234580139
1033	ENSG00000280850	AL121956.4	4.05777177408683	1.03435379853441e-08	1.30991999469867e-07
1034	ENSG00000167880	EVPL	4.056060759809	1.74091240366151e-15	6.35922658949981e-14
1035	ENSG00000144119	C1QL2	4.05325089838641	3.26461598450836e-07	3.07742711636437e-06
1036	ENSG00000251410	AC007106.1	4.04982294008207	3.55127646570067e-05	0.000208126653232454
1037	ENSG00000102001	CACNA1F	4.0494571478993	7.38184878036021e-22	5.73967386210403e-20
1038	ENSG00000150051	MKX	4.04891074647135	7.69988298723338e-11	1.44006291580434e-09
1039	ENSG00000250479	CHCHD10	4.04524331789421	2.85466944767056e-45	1.20608064483691e-42
1040	ENSG00000146122	DAAM2	4.04489579080726	2.76648316771723e-18	1.42038455698888e-16
1041	ENSG00000235098	ANKRD65	4.04485760155006	5.68363028838965e-34	1.23029545261086e-31
1042	ENSG00000221533	MIR1184-1	4.04478041460501	2.19432288261412e-06	1.72723502861121e-05
1043	ENSG00000077009	NMRK2	4.04347655347713	2.38091677695474e-08	2.82543514779939e-07
1044	ENSG00000170439	METTL7B	4.04269935709751	3.79292993827542e-14	1.173933575865e-12
1045	ENSG00000233304	LINC01346	4.0421227012617	2.18497399976465e-06	1.72064862451712e-05
1046	ENSG00000234929	AC018685.2	4.04144744599379	1.3884572479265e-10	2.46901776435286e-09
1047	ENSG00000115604	IL18R1	4.03742086723747	9.94240822648136e-15	3.31732092557585e-13
1048	ENSG00000284968	AC093827.4	4.03722720588713	3.59775544471529e-16	1.41915062069551e-14
1049	ENSG00000234233	KCNH1-IT1	4.03665041960383	3.42676241682258e-10	5.69778462165564e-09
1050	ENSG00000135750	KCNK1	4.03489819197514	9.80643869819351e-17	4.18857960815532e-15
1051	ENSG00000179388	EGR3	4.03165299380415	4.82590103177688e-07	4.38532965745841e-06
1052	ENSG00000168062	BATF2	4.03106735150426	1.01621320367145e-09	1.54668178876505e-08
1053	ENSG00000225110	PNMA6F	4.02776888934778	1.40038227762989e-06	1.15275129881801e-05
1054	ENSG00000229255	AC138089.1	4.02623278928038	0.000208663300073644	0.000999890126220618
1055	ENSG00000166510	CCDC68	4.02532873971011	2.19967104838513e-15	7.96035754940366e-14
1056	ENSG00000187908	DMBT1	4.02100581245279	1.19933801921994e-07	1.23806848160099e-06
1057	ENSG00000165478	HEPACAM	4.01969372433308	1.28866831998032e-08	1.60760341432764e-07
1058	ENSG00000263335	AF001548.2	4.01838145374182	3.07551504582702e-08	3.57827093935023e-07
1059	ENSG00000287116	AC104335.2	4.01822966521697	1.42075164594363e-07	1.44829935954376e-06
1060	ENSG00000286102	FAM246A	4.01653597052789	2.64496558033052e-05	0.00016002589372921
1061	ENSG00000250584	LINC01511	4.01563103350136	1.38868923644513e-16	5.82501979119874e-15
1062	ENSG00000121064	SCPEP1	4.01560958884521	1.49055031181235e-48	8.29668694989265e-46
1063	ENSG00000112796	ENPP5	4.01437553904233	3.3071391161092e-11	6.61559882399322e-10
1064	ENSG00000232354	VIPR1-AS1	4.01270270734355	2.05404651762377e-10	3.5325772061556e-09
1065	ENSG00000263342	AC003688.2	4.01240326565597	5.28647376675939e-05	0.000296941815759974
1066	ENSG00000204653	ASPDH	4.01156059710712	7.34472956710961e-13	1.91920738993914e-11
1067	ENSG00000088836	SLC4A11	4.01088296460425	5.29254070523204e-16	2.05757788148971e-14
1068	ENSG00000255686	AC073864.1	4.00375388910906	3.49540863652515e-13	9.43598881116456e-12
1069	ENSG00000197444	OGDHL	4.00361852884001	2.8132327752169e-25	3.0828635540166e-23
1070	ENSG00000198695	MT-ND6	4.00049195632338	3.50740889953177e-08	4.03789585948393e-07
1071	ENSG00000287550	AL450345.2	3.99703837316655	1.21652462142717e-07	1.25351088031585e-06
1072	ENSG00000064195	DLX3	3.99212793843816	6.66165201910507e-05	0.000365349001179164
1073	ENSG00000197956	S100A6	3.99149859298912	4.7105115313153e-41	1.55833497989277e-38
1074	ENSG00000105376	ICAM5	3.99138013593162	5.79215272799076e-10	9.21985563833191e-09
1075	ENSG00000146469	VIP	3.98979335565292	2.15092057546012e-14	6.89454587017002e-13
1076	ENSG00000176046	NUPR1	3.98954678052775	4.92420041167546e-10	7.93724195278521e-09
1077	ENSG00000196091	MYBPC1	3.98950104120088	1.7395021448099e-20	1.16856555003925e-18
1078	ENSG00000286289	AL133482.1	3.98744319008572	0.000226589473759644	0.00107492060015279
1079	ENSG00000180176	TH	3.9836871949757	1.43511749555083e-06	1.1783016908565e-05
1080	ENSG00000255819	KLRC4-KLRK1	3.98337377957656	9.8214839724946e-23	8.58877751779223e-21
1081	ENSG00000249119	MTND6P4	3.98288607882408	1.13870443321613e-07	1.17894739768497e-06
1082	ENSG00000167034	NKX3-1	3.981254439439	1.20830783665402e-18	6.4788579369949e-17
1083	ENSG00000161714	PLCD3	3.97848263311273	4.2038668481478e-18	2.11502150307028e-16
1084	ENSG00000130707	ASS1	3.97848160710398	1.28240736547318e-20	8.80042643543013e-19
1085	ENSG00000280208	GGT4P	3.97829544099236	1.68621584381554e-05	0.000106965504694428
1086	ENSG00000036473	OTC	3.97528691761644	0.000100304627015546	0.000525374511658574
1087	ENSG00000172183	ISG20	3.97283339722621	8.52577287514434e-16	3.22517019862661e-14
1088	ENSG00000224404	Z68323.1	3.97123384395757	2.07759107643451e-06	1.64457982567334e-05
1089	ENSG00000232431	AC055876.1	3.97006895263945	7.75027069850656e-06	5.35630158818545e-05
1090	ENSG00000108375	RNF43	3.96974681479856	1.53783191272258e-15	5.65274126660825e-14
1091	ENSG00000266495	AC011731.1	3.96890827041868	9.86725573718215e-12	2.15317396973097e-10
1092	ENSG00000184343	SRPK3	3.96728493401057	1.23748317965322e-17	5.84048757212644e-16
1093	ENSG00000249743	AC116345.1	3.96521312867344	0.000257965088523988	0.00120614156790276
1094	ENSG00000156463	SH3RF2	3.96347851555004	1.15049853177049e-16	4.89024630467829e-15
1095	ENSG00000100341	PNPLA5	3.95990621238251	1.3543312870632e-10	2.41200280565999e-09
1096	ENSG00000006611	USH1C	3.95968572146676	3.99377990130379e-12	9.25032231169221e-11
1097	ENSG00000134508	CABLES1	3.9585712314877	2.83227887056747e-13	7.72313554853728e-12
1098	ENSG00000136457	CHAD	3.95825256382538	2.59649108564282e-14	8.20280656758891e-13
1099	ENSG00000237265	BX276092.7	3.95787188091615	0.000231967510342783	0.00109835331963143
1100	ENSG00000254445	HSPB2-C11orf52	3.95716655015994	1.03132366194347e-31	1.86419726048308e-29
1101	ENSG00000279480	AC138466.4	3.95558156616824	4.21773959224446e-14	1.3019672031799e-12
1102	ENSG00000227693	GSTM3P1	3.95376929681728	4.74456057864851e-12	1.08885802232636e-10
1103	ENSG00000135373	EHF	3.95208708246549	2.21433890799263e-06	1.74064609922837e-05
1104	ENSG00000226308	AL122058.1	3.95160254648815	5.08998369632994e-07	4.60858399894661e-06
1105	ENSG00000166596	CFAP52	3.9500237419196	6.75009926239804e-08	7.3442671683063e-07
1106	ENSG00000204003	AL355987.1	3.94915368294047	4.34483778024999e-08	4.90934230999188e-07
1107	ENSG00000236451	AC067956.1	3.94720184030246	2.25322698859635e-06	1.76646346543948e-05
1108	ENSG00000147246	HTR2C	3.94637638402677	6.20060429668953e-12	1.39382430046161e-10
1109	ENSG00000261399	AL031710.1	3.94516711472676	4.51356965622358e-10	7.3412498671054e-09
1110	ENSG00000069424	KCNAB2	3.94321718984222	1.16882498378871e-25	1.35271239955507e-23
1111	ENSG00000228526	MIR34AHG	3.93775657201379	1.38473563344458e-14	4.54667832003756e-13
1112	ENSG00000163377	TAFA4	3.93589237500192	1.9930263306487e-09	2.87374401056159e-08
1113	ENSG00000283813	MIR4485	3.93463435937456	4.44327018984466e-06	3.24203403552399e-05
1114	ENSG00000267650	AC008742.1	3.93276926920106	1.00189291012963e-16	4.27413365930847e-15
1115	ENSG00000170276	HSPB2	3.92942509821747	1.38958417749369e-30	2.33150949053451e-28
1116	ENSG00000115523	GNLY	3.92295165706008	2.64444021340597e-07	2.54410383987674e-06
1117	ENSG00000134343	ANO3	3.92206005377484	2.47737587243089e-08	2.92801279806316e-07
1118	ENSG00000160188	RSPH1	3.92019494506453	3.61005589016787e-41	1.20565552286206e-38
1119	ENSG00000177807	KCNJ10	3.92000337936884	2.21279193114069e-08	2.64742322242616e-07
1120	ENSG00000253741	LNCOC1	3.91624346241192	4.36855008966515e-22	3.51357674298825e-20
1121	ENSG00000160685	ZBTB7B	3.91525906911724	2.06510996825893e-16	8.4304087609937e-15
1122	ENSG00000284122	MIR6717	3.91297722787372	3.86988260180847e-10	6.38012097779115e-09
1123	ENSG00000263004	AC007114.1	3.91145893063259	2.22312956625521e-13	6.16760162182528e-12
1124	ENSG00000250431	AC105914.2	3.9111015091137	0.000250340170965648	0.00117440518732473
1125	ENSG00000285738	AC098969.1	3.91089067488321	0.00035057069806575	0.00157912173013123
1126	ENSG00000210184	MT-TS2	3.90773777436339	1.48182122567941e-15	5.45257344395591e-14
1127	ENSG00000147255	IGSF1	3.90652621762232	6.88524059142664e-23	6.09708918736258e-21
1128	ENSG00000271185	AC007029.1	3.90547626517828	3.71515055897947e-05	0.00021684285061873
1129	ENSG00000281721	LINC01080	3.90540497762953	1.60021169855359e-06	1.29925037353968e-05
1130	ENSG00000169085	VXN	3.90440110346799	1.37918277514057e-18	7.35012194161922e-17
1131	ENSG00000063180	CA11	3.89877049690585	4.30563703662446e-18	2.16002537858813e-16
1132	ENSG00000230882	AC005077.4	3.89781520325655	3.02108885638575e-08	3.51961870188967e-07
1133	ENSG00000256654	AC005906.2	3.89752260147507	1.0173276385339e-07	1.06396147630385e-06
1134	ENSG00000185745	IFIT1	3.89678081790615	4.6433058429349e-35	1.05731692204025e-32
1135	ENSG00000103269	RHBDL1	3.89663562013393	1.59574250839701e-29	2.50932298394431e-27
1136	ENSG00000184785	SMIM10	3.89489610817935	1.75109993828401e-14	5.68046452690152e-13
1137	ENSG00000163499	CRYBA2	3.88927694512445	3.80656955204712e-06	2.82687366543067e-05
1138	ENSG00000229407	AL359853.1	3.88889536457589	2.68432404196406e-06	2.06654645838757e-05
1139	ENSG00000287161	AC093519.2	3.88663387480436	1.08678645232224e-05	7.24668958425255e-05
1140	ENSG00000231013	SCTR-AS1	3.88250572480054	8.65398324748692e-07	7.47461158964591e-06
1141	ENSG00000169220	RGS14	3.88163951169967	4.06765641819681e-22	3.30186360224323e-20
1142	ENSG00000232699	BDH2P1	3.88038297644717	4.05854701415773e-05	0.0002348532477648
1143	ENSG00000113263	ITK	3.87961074757288	4.05004732953261e-08	4.6066496822809e-07
1144	ENSG00000145194	ECE2	3.87907659590572	1.19792250621352e-45	5.12287177138897e-43
1145	ENSG00000118898	PPL	3.87904368166253	6.53287241537349e-09	8.58008378239334e-08
1146	ENSG00000228318	AP001610.2	3.8776996988258	2.13971479664758e-25	2.39723254869139e-23
1147	ENSG00000174567	GOLT1A	3.8649846345673	3.47962832045767e-12	8.14010182211401e-11
1148	ENSG00000235426	AL133481.1	3.85915030456651	1.18430002009159e-14	3.91791026458035e-13
1149	ENSG00000175164	ABO	3.8568014460362	3.70614138896284e-17	1.67694529144206e-15
1150	ENSG00000182162	P2RY8	3.85585163127831	5.39096379419791e-07	4.84482130628237e-06
1151	ENSG00000284214	MIR29C	3.85305300415816	2.90244121132211e-14	9.12824268676522e-13
1152	ENSG00000269935	AC092720.2	3.84980563612643	1.76025751228964e-17	8.18659816756774e-16
1153	ENSG00000284203	MIR29B2	3.84787159206279	3.45128835915909e-09	4.78554088140102e-08
1154	ENSG00000135821	GLUL	3.84695385447997	7.03815768224516e-11	1.32478301365159e-09
1155	ENSG00000244274	DBNDD2	3.8451694223332	1.2684897310303e-19	7.60378280308366e-18
1156	ENSG00000013725	CD6	3.84391962254748	4.03329821336288e-17	1.81560549997428e-15
1157	ENSG00000245293	CYP2U1-AS1	3.84155679374422	1.17288338705775e-21	8.99989097023064e-20
1158	ENSG00000107902	LHPP	3.84026239950409	1.74820246832427e-21	1.32121155079153e-19
1159	ENSG00000225280	AL158013.1	3.83972054386321	0.000624097667869595	0.00260640503362507
1160	ENSG00000183542	KLRC4	3.83882768935456	1.48441916417755e-16	6.21170964561029e-15
1161	ENSG00000286961	AC091938.1	3.83766244927574	1.81319014203492e-13	5.12354058910061e-12
1162	ENSG00000204099	NEU4	3.83575383351513	6.77508552493446e-16	2.59086067723966e-14
1163	ENSG00000112319	EYA4	3.83553344076827	9.10372786341386e-18	4.37315650666211e-16
1164	ENSG00000167723	TRPV3	3.83480519025563	1.45486383189201e-43	5.66863444366189e-41
1165	ENSG00000224536	AC096677.1	3.83457380059723	5.90571389772979e-14	1.78684787965221e-12
1166	ENSG00000285171	AL590764.2	3.83327549340804	7.05215558326939e-08	7.63972628478553e-07
1167	ENSG00000020633	RUNX3	3.83321983351181	2.49356744302971e-06	1.93241833203807e-05
1168	ENSG00000094963	FMO2	3.83113296712797	1.91633948208719e-07	1.89938599825753e-06
1169	ENSG00000022355	GABRA1	3.83084457751367	4.97151143110461e-07	4.50830078496368e-06
1170	ENSG00000235438	ESRRAP2	3.82939241804966	2.00654050080195e-08	2.41798473338907e-07
1171	ENSG00000149596	JPH2	3.82817816762428	1.45553220668368e-12	3.62765798804382e-11
1172	ENSG00000132470	ITGB4	3.82816239766893	4.09455047529903e-12	9.45873527782022e-11
1173	ENSG00000285791	AC009879.3	3.82803179126234	7.07595120482982e-29	1.06039479016995e-26
1174	ENSG00000087076	HSD17B14	3.82759872292892	4.90631424746965e-11	9.53893254360718e-10
1175	ENSG00000142634	EFHD2	3.82518532778801	6.83220329711144e-21	4.83873782463661e-19
1176	ENSG00000100146	SOX10	3.82368955471676	3.72008094254144e-19	2.10746491780453e-17
1177	ENSG00000213809	KLRK1	3.82250039514413	1.91436893216244e-14	6.18720510084242e-13
1178	ENSG00000256148	AP000763.2	3.82195493424422	3.19480879001112e-07	3.0173002919289e-06
1179	ENSG00000179270	PCARE	3.82061874765685	1.23972098890884e-08	1.55115759020437e-07
1180	ENSG00000100342	APOL1	3.82053306919123	8.24743393603983e-18	3.9946514618109e-16
1181	ENSG00000153446	C16orf89	3.81971013518364	1.62886683685953e-23	1.54795320780903e-21
1182	ENSG00000260460	AL365181.1	3.81870073459557	0.000193085440820426	0.000935210932769319
1183	ENSG00000174332	GLIS1	3.81520549395665	1.58487823664876e-11	3.33194994751572e-10
1184	ENSG00000175602	CCDC85B	3.81315960219338	1.09425752018501e-18	5.91253134981936e-17
1185	ENSG00000187664	HAPLN4	3.81248372044016	3.59653204327216e-31	6.27460642594154e-29
1186	ENSG00000231721	LINC-PINT	3.81054759901244	3.44346932915365e-37	8.94460288632822e-35
1187	ENSG00000089041	P2RX7	3.8103318035075	9.35216317125703e-32	1.69923474573301e-29
1188	ENSG00000217455	AC073316.1	3.80474013049432	0.000630926228812151	0.00263044704146424
1189	ENSG00000178401	DNAJC22	3.80342560227117	5.09248881328617e-16	1.9886225525112e-14
1190	ENSG00000271581	AL671883.2	3.8025105696234	3.26537265738633e-13	8.84905896264038e-12
1191	ENSG00000168427	KLHL30	3.8006707667518	2.23300372434958e-06	1.75296041194911e-05
1192	ENSG00000232837	LINC01700	3.8004721871156	2.84458413750665e-06	2.17692856965683e-05
1193	ENSG00000286030	AC015911.9	3.800119455026	6.68714193243231e-05	0.000366460394037512
1194	ENSG00000271824	SMIM32	3.79970482102864	2.2416930532909e-05	0.000138032397365675
1195	ENSG00000253642	AF279873.3	3.79921874553474	1.80920296790919e-06	1.45079626059162e-05
1196	ENSG00000263618	AP005121.1	3.78804674866801	0.000575078871207108	0.0024241638928782
1197	ENSG00000130592	LSP1	3.78707805970295	7.46983143413433e-16	2.84413223562203e-14
1198	ENSG00000160654	CD3G	3.7855059344132	9.48701474425701e-05	0.000500422903184207
1199	ENSG00000108176	DNAJC12	3.78528346103998	5.45465315436066e-14	1.66040210211775e-12
1200	ENSG00000225106	AL162457.2	3.78378590772614	7.86751212533671e-05	0.000423599029171169
1201	ENSG00000158008	EXTL1	3.78277410594432	1.96800876987988e-23	1.84524501426144e-21
1202	ENSG00000255190	TRIM51DP	3.7823823262703	0.00015208222268894	0.000758076375697661
1203	ENSG00000156738	MS4A1	3.78075026977778	0.000364139315491717	0.00163081396888225
1204	ENSG00000106018	VIPR2	3.78010806772868	1.62786820609324e-21	1.23827449854819e-19
1205	ENSG00000236078	LINC01447	3.77966424512559	0.000144828248559332	0.000726773353209804
1206	ENSG00000275178	AC018529.1	3.77505239132202	0.000381267487527899	0.00169604300204755
1207	ENSG00000148411	NACC2	3.77483658184793	9.37071697123831e-14	2.76136917672617e-12
1208	ENSG00000102524	TNFSF13B	3.77233827759055	5.40275657467329e-19	3.03133543686509e-17
1209	ENSG00000119986	AVPI1	3.77060435436342	1.09633014691749e-26	1.40824209750754e-24
1210	ENSG00000225506	CYP4A22-AS1	3.77035971192861	2.6218737697126e-06	2.02469164242484e-05
1211	ENSG00000145832	SLC25A48	3.7701872765429	8.67649137532111e-08	9.21995524419349e-07
1212	ENSG00000099860	GADD45B	3.76554355068115	8.83548787060259e-09	1.13243440481879e-07
1213	ENSG00000147697	GSDMC	3.76468786085168	1.40463124786557e-05	9.1063420168057e-05
1214	ENSG00000099957	P2RX6	3.76419812124717	2.63308111536324e-18	1.35785669812416e-16
1215	ENSG00000236064	AL109946.1	3.76401160179705	1.75403245429703e-15	6.40048450310447e-14
1216	ENSG00000211592	IGKC	3.76376907680539	4.43528879091851e-06	3.23890612309745e-05
1217	ENSG00000171502	COL24A1	3.76370920061234	1.49054827702351e-18	7.88371891860985e-17
1218	ENSG00000226145	KRT16P6	3.76222950008831	0.000878203217007743	0.00351071046634867
1219	ENSG00000284917	EEF1AKMT4-ECE2	3.76064875867371	1.45710835481911e-41	5.05905135430115e-39
1220	ENSG00000174944	P2RY14	3.7563568449818	2.07532712084876e-13	5.78501559195576e-12
1221	ENSG00000066185	ZMYND12	3.75285344069766	1.82133004793228e-19	1.0716204830678e-17
1222	ENSG00000285768	LINC02849	3.74995849048065	3.20906995465753e-05	0.000190378034342709
1223	ENSG00000165959	CLMN	3.74802945415914	7.92470683328794e-43	2.95633717577562e-40
1224	ENSG00000210176	MT-TH	3.7466064574099	2.22788945797013e-16	9.0532006172991e-15
1225	ENSG00000250643	AC083906.3	3.74453635012496	0.000199049809031247	0.00095946112072835
1226	ENSG00000233621	LINC01137	3.7406126111175	6.14449887888859e-09	8.13091102588627e-08
1227	ENSG00000148180	GSN	3.74033215184927	2.24514395277086e-19	1.30999106475567e-17
1228	ENSG00000196407	THEM5	3.73752789821326	3.40087914105759e-19	1.93287891149865e-17
1229	ENSG00000224939	LINC00184	3.73684730610348	1.03268820407722e-05	6.92546897157696e-05
1230	ENSG00000170374	SP7	3.7320404395197	2.28989844550046e-10	3.90943859729136e-09
1231	ENSG00000221869	CEBPD	3.73082956813417	1.68847059863648e-15	6.17409786051984e-14
1232	ENSG00000225208	AL133387.1	3.7287044426002	4.34933022674577e-05	0.000249701969648484
1233	ENSG00000265888	DSCAS	3.7285368692226	8.05894928028296e-08	8.62120727308367e-07
1234	ENSG00000140563	MCTP2	3.7256312556758	6.92605430624688e-09	9.07269130956889e-08
1235	ENSG00000228353	AL450322.1	3.72453239036612	0.000674821640718726	0.00279056255602401
1236	ENSG00000160223	ICOSLG	3.72391460630672	6.31428193910847e-13	1.65735722124788e-11
1237	ENSG00000223774	AL513217.1	3.72339567938154	2.02231233288188e-11	4.17155450453935e-10
1238	ENSG00000184925	LCN12	3.72081293967963	8.35139362756022e-09	1.07549878934137e-07
1239	ENSG00000223558	TRIM60P17	3.71975790663735	9.85855876762014e-05	0.000517220347552567
